Surface/epsilon	0.5	0.2	0.1	0.05	0.5	0.2	0.1	0.05	0.5	0.2	0.1	0.05	0.5	0.2	0.1	0.05
0	0.090243	0.508728	1.61915	4.9992	0.17238	1.30119	3.87903	18.9163	0.237498	1.01229	3.00506	10.516	0.431296	2.24554	7.33561	44.9857
1	0.10821	0.523991	1.70547	5.24152	0.276985	1.83532	6.5365	15.3278	0.232368	1.16277	3.68338	12.1053	0.2572	1.16712	3.48485	36.2164
2	0.215823	0.98486	2.80622	7.97173	0.236652	2.13166	7.03921	24.5067	0.203079	1.09196	3.38436	12.1732	0.273399	1.24215	5.03979	35.3503
3	0.298171	1.33806	2.75372	9.94103	0.391929	4.33216	21.8351	62.2488	0.499069	2.84392	8.29454	27.4689	0.441392	1.80453	6.31855	43.4605
4	0.147687	0.608214	1.89678	5.7436	0.366925	3.31881	8.65549	43.0353	0.268349	1.24113	3.7018	11.8074	0.349009	1.54693	5.3234	38.1482
5	0.188489	0.771286	2.26399	6.95413	0.265444	1.66333	10.5668	61.7762	0.380297	1.93708	5.16485	16.2943	0.604393	2.4331	9.0911	52.6908
6	0.323035	1.29724	3.52484	10.4379	0.592598	4.34761	17.949	41.5964	0.495536	1.9404	5.45554	14.3017	0.701155	2.77195	9.66463	54.9504
7	0.315043	1.07339	2.71974	7.33188	0.341807	5.25419	12.7238	65.4415	0.599064	2.35956	6.21285	17.2902	0.623588	3.03467	10.428	64.0588
8	0.093588	0.469371	1.44871	4.78356	0.115804	1.53278	7.71981	49.4407	0.210105	1.04	3.22953	12.0049	0.330809	1.48482	5.80608	41.6799
9	0.134531	0.548285	1.79169	5.31275	0.151191	1.01492	10.1026	24.5491	0.367855	2.01997	5.87078	18.5721	0.370101	2.05009	7.58541	47.6503
10	0.132699	0.514563	1.40338	4.41172	0.386804	3.28127	21.5149	23.8222	0.271192	1.28476	4.73592	16.6535	0.835327	3.84728	12.2023	69.6399
11	0.096918	0.412376	1.3193	4.14047	0.117617	0.953663	3.27655	14.2126	0.203099	0.806138	2.64147	9.19384	0.538839	1.9576	7.56662	44.3103
12	0.280466	1.18573	2.9413	8.63085	0.528361	2.59822	7.84889	52.6036	0.294096	1.33467	4.56081	16.9246	0.551731	2.6121	8.28879	55.6195
13	0.10848	0.411796	1.37371	4.36538	0.147101	0.649063	6.09026	20.3524	0.274738	1.13022	3.88844	13.0109	0.248006	1.10301	4.83423	37.4604
14	0.219	0.77449	2.34567	6.90277	0.449835	1.93156	8.21657	73.5015	0.519068	2.58203	7.8101	23.7613	0.562202	1.81424	6.69437	42.9172
15	0.150784	0.445963	1.31951	5.5368	0.236174	0.730731	9.52106	28.771	0.22475	0.991102	2.95085	10.0275	0.27245	1.30897	5.45359	40.87
16	0.113247	0.504558	1.55372	4.75997	0.144328	0.676276	7.15327	17.476	0.319191	1.17086	3.62209	11.9583	0.215025	0.917977	4.43517	31.6948
17	0.239969	0.975301	2.60969	7.74271	0.360772	2.94427	4.65775	29.2742	0.322859	1.28246	3.94646	12.4396	0.407099	1.89246	6.69191	42.0016
18	0.240242	0.895663	2.49134	7.24972	0.262434	0.853344	5.2884	19.7476	0.404589	1.97331	5.60996	17.0234	0.255069	1.33659	5.12411	37.4561
19	0.097754	0.446805	1.48021	4.84136	0.096334	0.747131	5.34602	16.4445	0.20192	1.04086	3.30881	11.7138	0.515418	2.46756	9.03932	54.9483
20	0.174528	0.972819	2.82399	8.05185	0.382658	3.905	13.7204	94.9636	0.467232	2.21366	6.00134	18.9621	0.689497	3.30973	11.0375	62.2424
21	0.164649	0.783903	2.24696	7.11972	0.211245	2.03005	8.74513	28.1798	0.252695	1.13764	3.63471	11.8635	0.292465	1.56809	5.80898	40.6632
22	0.095481	0.440986	1.38941	4.51416	0.155595	0.863529	6.09296	24.8099	0.261244	1.13933	3.5939	11.5969	0.421337	1.49346	7.30399	45.6681
23	0.150101	0.659847	1.81978	4.73095	0.496731	1.49727	13.1245	66.2588	0.418215	2.16553	6.40036	19.2955	1.0531	4.35612	14.5271	71.5896
24	0.19981	1.02193	2.92064	8.1107	0.231673	1.55948	3.99676	35.0508	0.182714	0.867192	2.81177	9.99801	0.467984	1.99653	7.22521	48.3058
25	0.109832	0.551377	1.88806	5.43845	0.26004	1.40909	8.57452	38.3587	0.299783	1.28666	3.86541	11.8441	0.216807	0.896003	4.20186	38.061
26	0.10505	0.52042	1.61947	5.11606	0.14178	2.40074	8.62003	10.6736	0.257283	1.1879	4.13369	13.6893	0.586921	2.94682	10.8404	63.0471
27	0.107467	0.431585	1.07992	3.79847	0.283156	1.01577	4.18402	32.6929	0.299669	1.71057	4.96109	15.1555	0.273298	1.17301	4.92334	37.0871
28	0.354775	1.34789	3.87904	8.5857	0.829647	3.26206	30.2588	105.477	0.603537	2.4311	7.25031	20.3444	1.20164	5.97281	20.9188	94.8397
29	0.275344	1.00794	2.86917	8.16209	0.394348	2.00045	7.95534	34.0946	0.45224	1.60958	5.13864	15.4446	0.291118	1.3284	5.41324	38.147
30	0.233059	0.963939	2.3087	6.34821	0.20496	1.25952	13.3249	34.236	0.484971	1.74578	4.8307	14.9976	0.417272	2.50015	9.10877	51.9796
31	0.206066	0.86764	2.48176	7.02293	0.540449	4.38607	15.6597	47.7884	0.357218	1.78969	5.02875	16.0206	1.18145	4.56666	13.2189	60.4631
32	0.265249	1.28974	4.51088	10.9108	0.373014	2.81891	34.4452	33.6052	0.324405	1.58205	4.74821	14.7457	0.998367	5.94429	19.8612	93.0348
33	0.170572	0.701559	1.99561	5.9853	0.337396	2.54123	14.952	29.2989	0.321526	1.28621	4.1138	14.2178	0.281228	1.38204	5.30462	39.9695
34	0.095742	0.511105	1.56946	5.1513	0.17249	1.04714	7.3918	30.8357	0.201729	0.885306	2.53274	10.7009	0.658583	3.09533	11.1828	59.9575
35	0.12647	0.55743	1.57723	4.92178	0.366858	2.20356	11.716	40.432	0.429135	1.89447	5.44538	18.3948	0.326403	1.84206	7.42035	51.1961
36	0.166675	0.802544	2.41873	7.18011	0.210465	0.899438	6.35285	36.1757	0.316092	1.56207	4.60344	15.028	0.540763	3.43232	13.139	69.8355
37	0.133832	0.645831	1.94273	6.15572	0.338068	2.02998	10.406	18.9391	0.374367	1.57084	4.43928	13.9081	0.654395	2.32897	8.95424	53.076
38	0.160563	0.769308	2.16437	5.73339	0.141289	0.976951	6.27231	7.50354	0.166088	0.967536	3.51546	11.7863	0.368072	2.43639	8.7804	54.5557
39	0.176157	0.79219	2.23368	6.71283	0.189893	3.25793	14.5271	78.5948	0.2705	1.04745	2.97998	10.5788	0.445733	1.96908	7.11404	47.9221
40	0.435836	1.82247	3.30383	10.0794	0.540183	1.34022	9.82851	39.4576	0.603722	2.51476	6.45866	20.0794	0.335023	1.49334	5.69223	40.5887
41	0.165789	0.668006	2.20463	6.63253	0.232819	1.32422	11.0501	29.9623	0.284469	1.39781	4.45744	14.6011	0.431264	1.83241	6.87912	45.9265
42	0.118872	0.530433	1.57123	5.0215	0.130354	1.0719	2.85353	28.3157	0.268419	1.16209	3.47118	11.9339	0.204662	1.10107	4.74144	36.3584
43	0.177009	0.803183	2.38775	6.8016	0.410092	3.08528	10.6203	81.0263	0.577408	2.54143	7.64365	22.2585	0.526874	3.18297	11.2031	62.0028
44	0.236538	0.861727	2.39037	7.38138	0.188328	2.72103	4.87186	37.3472	0.191403	1.032	3.3756	11.3944	0.678795	3.63022	13.8269	70.3262
45	0.139377	0.756558	1.97469	5.77782	0.1474	1.42058	3.79078	15.8293	0.414919	2.12297	5.97575	19.3465	0.320748	1.2459	4.91589	35.2265
46	0.14328	0.622064	1.83645	5.82382	0.343036	2.68042	3.40106	51.7166	0.251602	1.36869	4.48801	15.1408	0.237002	1.20942	5.18324	33.3422
47	0.143068	0.64764	1.8369	5.67817	0.335951	3.12453	12.5289	38.353	0.285288	1.17431	3.37423	12.1112	0.724557	4.65135	14.2981	75.1079
48	0.404247	1.5179	4.9804	14.2418	0.88597	4.4976	22.9104	141.09	0.331608	1.44641	4.27899	13.9645	1.59528	6.54164	20.9102	91.6615
49	0.122988	0.635328	2.03747	6.5175	0.309326	2.91229	17.4309	22.1933	0.221218	1.1574	3.7873	12.7268	0.376313	2.09127	8.14388	48.5001
50	0.13607	0.636431	1.81004	5.54859	0.330995	0.965338	7.89816	42.2485	0.27973	1.23801	3.96501	13.61	0.364767	1.46318	5.89089	42.9935
51	0.439956	2.10638	5.75796	16.0988	0.686945	2.87393	8.17491	39.5358	1.51159	5.87776	15.7281	47.5952	0.718314	3.76804	12.2281	69.1391
52	0.208633	0.797183	2.37607	6.19478	0.240865	2.76614	11.1643	28.7666	0.487027	1.90739	5.26413	16.9271	0.897284	3.87921	13.9923	77.8137
53	0.107779	0.591633	1.74602	5.65043	0.238309	2.09827	6.74931	27.8486	0.258391	1.09951	3.61417	12.4234	0.336479	1.76857	6.3267	40.8999
54	0.322934	1.20236	2.36238	9.11788	0.339538	4.73915	17.8819	32.7468	0.642224	3.01602	9.29388	27.3418	0.836325	4.33249	14.826	84.0006
55	0.158657	0.691869	1.90779	5.89726	0.220108	2.1429	7.13463	31.316	0.350077	1.34645	4.1335	12.6149	0.315968	1.14834	4.63787	42.1094
56	0.225118	0.885561	2.11648	7.85756	0.21425	1.76004	3.62521	12.4648	0.40205	2.26471	6.89469	20.5648	0.508651	1.93759	6.51269	40.8388
57	0.105489	0.466117	1.39371	4.6456	0.222469	1.76211	10.6039	51.5369	0.175795	0.87982	3.09858	10.5976	0.528401	2.37151	8.54831	51.0695
58	0.183217	0.779903	1.97213	6.22034	0.28075	1.32996	4.64562	53.7431	0.299253	1.31178	4.1801	14.08	0.209744	1.12526	4.58117	35.1995
59	0.297496	1.20162	3.35676	9.06368	0.937986	7.40374	21.4985	71.8987	0.628339	3.05514	7.88312	25.6266	0.473899	2.21419	8.57757	55.2578
60	0.110283	0.549229	1.54796	4.87848	0.241585	2.83802	7.9092	50.1741	0.29308	1.33714	3.97273	13.1472	0.448659	2.3101	7.57778	46.0308
61	0.104856	0.540066	1.57519	5.0383	0.339728	2.09307	12.2051	18.911	0.253215	1.03539	3.3935	12.4356	0.675254	3.14553	10.7812	48.7343
62	0.092465	0.432376	1.36842	4.40972	0.197154	2.27106	6.59438	36.6612	0.215982	1.36223	4.35996	14.2764	0.219564	1.37835	5.28424	33.071
63	0.249977	0.865655	2.61545	7.32278	0.158647	1.53461	5.17409	34.3076	0.491982	2.24678	6.82665	20.4038	0.447544	1.99	7.13913	42.79
64	0.244851	0.977904	2.72261	7.81855	0.145583	2.64398	7.83252	68.821	0.368325	1.48832	4.93776	15.9874	0.370679	2.38485	9.13456	55.0493
65	0.504053	2.19536	8.0302	20.4379	1.16432	10.8503	66.7904	197.245	0.797222	3.26706	8.46694	23.8317	0.518352	2.41761	7.20414	41.599
66	0.196376	0.805108	1.81946	7.03429	0.326845	2.00994	6.11744	49.2184	0.364062	2.10447	6.88073	22.1853	0.582964	2.66181	13.6272	72.1228
67	0.174303	0.616779	1.95463	5.94642	0.158895	0.810863	3.87346	27.0716	0.375554	1.50905	4.4161	14.1324	0.497204	2.38562	9.78166	54.3658
68	0.123941	0.663575	1.88905	5.47835	0.166586	1.34128	4.89941	19.862	0.256232	1.39457	4.22713	13.7215	0.463877	1.7914	8.31817	47.1792
69	0.152132	0.618055	1.85924	7.24227	0.191962	1.82537	5.36041	19.6119	0.266854	1.34542	4.18591	13.2459	0.398586	1.83714	7.37773	32.8525
70	0.294169	1.18503	2.92214	7.57783	0.342694	2.14103	6.8642	41.303	0.504431	1.96885	5.64467	16.5531	0.435083	1.77299	6.23344	43.215
71	0.107535	0.466656	1.47792	4.75637	0.190224	1.64149	4.72438	37.7828	0.23809	1.01567	2.94937	11.3183	0.560376	2.675	8.49901	42.1374
72	0.121091	0.473913	1.34998	4.05853	0.430027	3.984	5.46304	40.1535	0.292808	1.34758	4.24656	13.3224	0.265433	1.25364	5.13773	29.6766
73	0.123021	0.624101	1.81603	5.57363	0.271936	4.13717	6.97417	12.9535	0.319477	1.25015	3.67192	11.4747	0.154827	0.812225	3.28922	31.0097
74	0.117481	0.484311	1.55138	4.85496	0.298144	2.10866	12.1517	73.7496	0.256014	1.45677	4.67433	16.0562	0.506987	2.69122	10.5791	58.578
75	0.1783	0.81942	2.38624	5.012	0.303371	1.57492	9.31096	38.0359	0.335424	1.25516	3.74585	13.1277	0.533018	2.55223	9.41276	56.3865
76	0.189171	1.05585	2.80923	8.20134	0.152762	1.49219	8.17576	36.7008	0.423242	1.84564	6.07972	19.1425	0.242862	1.19746	5.26406	39.9148
77	0.146578	0.68322	2.27715	6.77579	0.150022	1.38609	12.6623	18.5858	0.283808	1.11486	3.68295	12.6248	0.203922	1.09624	4.20107	31.3274
78	0.136292	0.625675	1.89313	5.71904	0.16424	1.23639	4.91083	8.50114	0.188082	0.890488	2.7541	9.77748	0.375253	1.56881	7.37579	43.4816
79	0.158237	0.65256	1.90495	5.99398	0.765031	4.68602	12.8234	51.0404	0.629211	2.75205	6.90174	19.8547	0.209944	1.18152	4.68581	40.2761
80	0.153102	0.713553	1.94072	6.06649	0.300223	1.73254	4.51203	43.979	0.280745	1.37657	4.40177	13.9553	0.323679	1.27673	5.90669	38.936
81	0.13682	0.497099	1.82592	5.82351	0.383629	3.37669	9.68406	32.7163	0.336884	1.37228	4.10911	13.7973	0.49243	2.62341	8.83769	53.2352
82	0.329179	1.35211	3.44317	9.40025	0.516995	5.10973	19.2706	100.587	0.749863	2.22156	7.39817	21.7785	0.39492	2.23271	6.72861	44.9329
83	0.414697	2.01572	5.71731	15.7186	0.32207	2.05496	6.02267	19.4277	0.59027	2.07849	6.05357	18.6202	0.425731	1.75224	7.47416	47.429
84	0.159444	0.685322	2.12504	6.65538	0.205956	1.70291	6.52264	13.0241	0.222581	0.950575	3.27931	12.707	0.752861	3.32597	11.269	57.9457
85	0.127884	0.52027	1.60154	4.9121	0.246159	2.16709	9.42046	42.6486	0.30204	1.4675	3.43391	13.1919	0.453136	2.37254	8.16507	53.1509
86	0.21268	1.26794	3.78595	11.3243	0.40251	2.83266	16.6492	44.1311	0.318997	1.31436	3.87124	13.5506	0.411127	2.13403	8.3311	48.9685
87	0.201236	0.917746	2.79731	7.70428	0.204869	1.00111	4.20137	12.8516	0.152876	0.787982	2.51751	8.57074	0.504216	2.05868	7.29177	47.343
88	0.147584	0.643863	2.05019	6.17201	0.138454	1.8697	3.20182	23.5011	0.274863	1.12652	3.3074	13.4168	0.436494	2.10985	7.48383	48.1664
89	0.256567	0.979851	2.93189	7.74781	0.320514	2.46006	9.22449	50.8242	0.565268	2.24334	6.87111	21.4388	0.358149	1.59794	5.14232	39.7416
90	0.14628	0.773301	2.27625	6.72426	0.127619	1.4999	3.87673	42.2172	0.33108	1.50193	4.25142	14.5509	0.203935	1.24406	5.11949	37.467
91	0.182026	0.826906	2.44096	7.13662	0.463205	4.76004	7.86117	38.6561	0.6927	3.20498	8.69437	24.935	0.558494	2.76955	9.63853	58.0942
92	0.332578	1.25325	3.524	9.86028	0.325174	1.65672	16.0528	25.8737	0.418604	1.70585	4.76891	14.7047	0.352942	1.37409	5.36822	39.1982
93	0.123374	0.702923	2.07678	5.64656	0.156095	1.56492	3.2518	39.9063	0.159481	0.625443	2.80655	9.81438	0.552515	2.57081	8.19979	51.5074
94	0.166669	0.696466	2.09726	6.41948	0.461442	2.60361	10.111	67.0845	0.282411	1.47153	4.25954	13.3791	0.644304	3.06972	11.4082	59.7601
95	0.192288	1.1246	3.3729	9.58681	0.543578	4.53512	6.8564	32.5375	0.38877	1.83938	5.40483	15.0852	0.63831	3.23361	9.61966	55.8966
96	0.138028	0.63313	1.88747	5.79828	0.140733	1.77679	5.33375	58.2079	0.3645	1.52784	4.70114	18.259	0.77708	3.78209	13.4559	67.4773
97	0.137448	0.739337	2.22679	6.281	0.177329	0.857074	5.30655	29.7322	0.213813	0.937324	2.92191	10.3018	0.318411	1.34004	5.09448	35.3569
98	0.129072	0.595549	1.81226	6.11171	0.251794	1.34868	3.06143	30.3335	0.346808	1.57913	4.63517	13.5561	0.446545	2.07363	8.20646	52.05
99	0.132159	0.653385	1.8818	5.71735	0.195233	1.17766	4.2724	21.3616	0.217863	1.28393	4.05935	13.1867	0.593314	2.56543	8.68475	50.4605

